time_s,hip_hold_raw,hip_pos_raw,hip_error_raw,hip_error_wrap_raw,hip_error_output_rad,hip_vel_raw,thigh_target_raw,thigh_pos_raw,thigh_error_raw,thigh_error_wrap_raw,thigh_vel_raw,thigh_target_delta_raw,thigh_pos_delta_raw,thigh_target_delta_output_rad,thigh_pos_delta_output_rad,thigh_error_output_rad,thigh_sine_command_output_rad,thigh_sine_phase_rad,hip_compensation_enabled,hip_bias_enabled,hip_bias_output_rad,thigh_sine_amplitude_rad,thigh_sine_period_s,gear_ratio,motor_sign,rate_hz,hip_kp,hip_kd,hip_torque_limit,thigh_kp,thigh_kd,thigh_torque_limit
9.5367431640625e-07,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,4.374903029046037,3.7843306064605713,0.590572422585466,0.590572422585466,-4.51674928811961e-40,-1.0186591169691894e-05,-0.5905826091766357,5.992112452759938e-07,0.03474015348097857,-0.0347395542697333,5.992112452676851e-07,1.1984224905356572e-06,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.01218867301940918,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,4.244726031058791,2.590893507003784,1.653832524055007,1.653832524055007,0.0,-0.13018718457841594,-1.7840197086334229,0.0076580696810832904,0.10494233580196605,-0.09728426612088276,0.007658069681083278,0.0153167382459136,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.024749279022216797,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,1.3047253334262648e-28,4.1105985100405205,3.7858645915985107,0.3247339184420097,0.3247339184420097,1.2951818310494445e-34,-0.26431470559668657,-0.5890486240386963,0.015547923858628621,0.03464991906109978,-0.01910199520247116,0.015547923858628621,0.03110086126313611,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.03761434555053711,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,1.3047253334262648e-28,3.973288372337755,3.7843306064605713,0.18895776587718371,0.18895776587718371,-1.0890379599004518e-05,-0.40162484329945203,-0.5905826091766357,0.023624990782320707,0.03474015348097857,-0.011115162698657866,0.023624990782320696,0.04726758066046212,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.050440311431884766,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,3.8365000130251805,3.03574800491333,0.8007520081118504,0.8007520081118504,0.0,-0.5384132026120265,-1.339165210723877,0.031671364859530975,0.07877442416022806,-0.04710305930069708,0.03167136485953097,0.06338516473567618,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.06331324577331543,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,3.699351414028557,3.7843306064605713,-0.08497919243201446,-0.08497919243201446,-1.0871683116420172e-05,-0.6755618016086502,-0.5905826091766357,0.039738929506391185,0.03474015348097857,0.0049987760254126155,0.039738929506391185,0.0795617711185491,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.0761561393737793,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,3.5626990027092322,3.03574800491333,0.5269509977959022,0.5269509977959022,0.0,-0.8122142129279748,-1.339165210723877,0.047777306642822044,0.07877442416022806,-0.030997117517406008,0.04777730664282206,0.09570062719297016,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.08899879455566406,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,0.0,3.4262606690226693,3.03574800491333,0.39051266410933927,0.39051266410933927,0.0,-0.9486525466145377,-1.339165210723877,0.05580309097732575,0.07877442416022806,-0.02297133318290231,0.055803090977325755,0.11183918366176859,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.10186624526977539,0.3911651074886322,2.590893507003784,-2.199728399515152,-2.199728399515152,0.12939578820677364,4.688531785035366e-10,3.2898067244852927,2.590893507003784,0.6989132174815085,0.6989132174815085,1.0808994324595922e-11,-1.0851064911519144,-1.7840197086334229,0.06382979359717143,0.10494233580196605,-0.041112542204794614,0.06382979359717142,0.12800889911532096,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
0.11468005180358887,0.3911651074886322,2.589359760284424,-2.1981946527957916,-2.1981946527957916,0.12930556781151714,1.6476116027064336e-09,3.1542035386522267,3.03574800491333,0.11845553373889661,0.11845553373889661,0.0,-1.2207096769849803,-1.339165210723877,0.07180645158735179,0.07877442416022806,-0.006967972572876271,0.07180645158735177,0.14411120330378066,0,0,0.0,0.5,5.0,17.0,-1.0,80.0,0.008,0.01,1.5,0.035,0.004,0.22
